dt,AverageTemperature,Country
2012-05-01,27.448,Saint Martin
2012-06-01,28.883000000000003,Saint Martin
2012-07-01,29.073,Saint Martin
2012-08-01,29.171,Saint Martin
2012-09-01,29.309,Saint Martin
2012-10-01,28.758000000000003,Saint Martin
2012-11-01,28.203000000000003,Saint Martin
2012-12-01,26.47600000000001,Saint Martin
2012-01-01,-2.319,Saint Pierre And Miquelon
2012-02-01,-3.33,Saint Pierre And Miquelon
2012-03-01,-1.654,Saint Pierre And Miquelon
2012-04-01,4.103,Saint Pierre And Miquelon
2012-05-01,8.776,Saint Pierre And Miquelon
2012-06-01,11.069,Saint Pierre And Miquelon
2012-07-01,16.56,Saint Pierre And Miquelon
2012-08-01,18.127,Saint Pierre And Miquelon
2012-09-01,14.868,Saint Pierre And Miquelon
2012-10-01,9.423,Saint Pierre And Miquelon
2012-11-01,4.736000000000001,Saint Pierre And Miquelon
2012-12-01,0.044,Saint Pierre And Miquelon
2012-01-01,26.522,Saint Vincent And The Grenadines
2012-02-01,26.299,Saint Vincent And The Grenadines
2012-03-01,26.649,Saint Vincent And The Grenadines
2012-04-01,27.19,Saint Vincent And The Grenadines
2012-05-01,27.723000000000003,Saint Vincent And The Grenadines
2012-06-01,28.558000000000003,Saint Vincent And The Grenadines
2012-07-01,28.433000000000003,Saint Vincent And The Grenadines
2012-08-01,28.557,Saint Vincent And The Grenadines
2012-09-01,28.812,Saint Vincent And The Grenadines
2012-10-01,28.514000000000006,Saint Vincent And The Grenadines
2012-11-01,28.386,Saint Vincent And The Grenadines
2012-12-01,27.196,Saint Vincent And The Grenadines
2012-01-01,26.852,Samoa
2012-02-01,26.713,Samoa
2012-03-01,26.636,Samoa
2012-04-01,26.916,Samoa
2012-05-01,26.782,Samoa
2012-06-01,26.812,Samoa
2012-07-01,26.397,Samoa
2012-08-01,26.709,Samoa
2012-09-01,27.065,Samoa
2012-10-01,27.305,Samoa
2012-11-01,27.758000000000003,Samoa
2012-12-01,27.175,Samoa
2012-01-01,6.424,San Marino
2012-02-01,3.447,San Marino
2012-03-01,12.058,San Marino
2012-04-01,12.847,San Marino
2012-05-01,16.628,San Marino
2012-06-01,22.18,San Marino
2012-07-01,25.078000000000007,San Marino
2012-08-01,25.792,San Marino
2012-09-01,20.726,San Marino
2012-10-01,16.897000000000002,San Marino
2012-11-01,14.156,San Marino
2012-12-01,7.702000000000001,San Marino
2012-01-01,26.552000000000003,Sao Tome And Principe
2012-02-01,26.603,Sao Tome And Principe
2012-03-01,27.617,Sao Tome And Principe
2012-04-01,27.103,Sao Tome And Principe
2012-05-01,26.649,Sao Tome And Principe
2012-06-01,26.19400000000001,Sao Tome And Principe
2012-07-01,25.491,Sao Tome And Principe
2012-08-01,25.575,Sao Tome And Principe
2012-09-01,25.954,Sao Tome And Principe
2012-10-01,26.156,Sao Tome And Principe
2012-11-01,26.348000000000003,Sao Tome And Principe
2012-12-01,26.475,Sao Tome And Principe
2012-01-01,15.939,Saudi Arabia
2012-02-01,18.067,Saudi Arabia
2012-03-01,21.121,Saudi Arabia
2012-04-01,26.77,Saudi Arabia
2012-05-01,32.754000000000005,Saudi Arabia
2012-06-01,35.313,Saudi Arabia
2012-07-01,36.495,Saudi Arabia
2012-08-01,35.731,Saudi Arabia
2012-09-01,32.811,Saudi Arabia
2012-10-01,28.377,Saudi Arabia
2012-11-01,22.433000000000003,Saudi Arabia
2012-12-01,18.056,Saudi Arabia
2012-01-01,24.837,Senegal
2012-02-01,26.091,Senegal
2012-03-01,29.655,Senegal
2012-04-01,31.054,Senegal
2012-05-01,32.243,Senegal
2012-06-01,31.117,Senegal
2012-07-01,28.855,Senegal
2012-08-01,27.964,Senegal
2012-09-01,28.186,Senegal
2012-10-01,29.236,Senegal
2012-11-01,29.2,Senegal
2012-12-01,25.189,Senegal
2012-01-01,-0.81,Serbia
2012-02-01,-4.6400000000000015,Serbia
2012-03-01,7.221999999999999,Serbia
2012-04-01,11.678,Serbia
2012-05-01,15.621,Serbia
2012-06-01,21.6,Serbia
2012-07-01,24.445,Serbia
2012-08-01,23.453000000000007,Serbia
2012-09-01,19.029,Serbia
2012-10-01,12.507,Serbia
2012-11-01,7.85,Serbia
2012-12-01,-0.534,Serbia
2012-01-01,27.239,Seychelles
2012-02-01,27.611,Seychelles
2012-03-01,28.275,Seychelles
2012-04-01,28.878,Seychelles
2012-05-01,28.974,Seychelles
2012-06-01,27.63000000000001,Seychelles
2012-07-01,26.729000000000006,Seychelles
2012-08-01,27.144,Seychelles
2012-09-01,28.688,Seychelles
2012-10-01,28.31,Seychelles
2012-11-01,26.247,Seychelles
2012-12-01,27.546,Seychelles
2012-01-01,26.026,Sierra Leone
2012-02-01,27.064,Sierra Leone
2012-03-01,28.685,Sierra Leone
2012-04-01,28.081,Sierra Leone
2012-05-01,27.432,Sierra Leone
2012-06-01,26.129,Sierra Leone
2012-07-01,25.421,Sierra Leone
2012-08-01,25.966,Sierra Leone
2012-09-01,25.329,Sierra Leone
2012-10-01,25.925,Sierra Leone
2012-11-01,27.531,Sierra Leone
2012-12-01,26.528,Sierra Leone
2012-01-01,26.842,Singapore
2012-02-01,26.955,Singapore
2012-03-01,27.058000000000003,Singapore
2012-04-01,27.278,Singapore
2012-05-01,28.0,Singapore
2012-06-01,28.372000000000003,Singapore
2012-07-01,27.445,Singapore
2012-08-01,27.556,Singapore
2012-09-01,27.551,Singapore
2012-10-01,27.192,Singapore
2012-11-01,26.951,Singapore
2012-12-01,26.443,Singapore
2012-01-01,25.678,Sint Maarten
2012-02-01,25.868,Sint Maarten
2012-03-01,26.182,Sint Maarten
2012-04-01,26.622,Sint Maarten
2012-05-01,27.448,Sint Maarten
2012-06-01,28.883000000000003,Sint Maarten
2012-07-01,29.073,Sint Maarten
2012-08-01,29.171,Sint Maarten
2012-09-01,29.309,Sint Maarten
2012-10-01,28.758000000000003,Sint Maarten
2012-11-01,28.203000000000003,Sint Maarten
2012-12-01,26.47600000000001,Sint Maarten
2012-01-01,-1.3530000000000002,Slovakia
2012-02-01,-5.827000000000001,Slovakia
2012-03-01,5.015,Slovakia
2012-04-01,9.358,Slovakia
2012-05-01,14.677,Slovakia
2012-06-01,17.913999999999994,Slovakia
2012-07-01,20.214,Slovakia
2012-08-01,19.325,Slovakia
2012-09-01,15.182,Slovakia
2012-10-01,8.776,Slovakia
2012-11-01,5.682,Slovakia
2012-12-01,-2.485,Slovakia
2012-01-01,0.8859999999999999,Slovenia
2012-02-01,-2.2700000000000005,Slovenia
2012-03-01,8.83,Slovenia
2012-04-01,10.614,Slovenia
2012-05-01,15.343,Slovenia
2012-06-01,20.358,Slovenia
2012-07-01,22.256,Slovenia
2012-08-01,22.389000000000006,Slovenia
2012-09-01,16.784000000000002,Slovenia
2012-10-01,11.311,Slovenia
2012-11-01,8.175,Slovenia
2012-12-01,0.6629999999999999,Slovenia
2012-01-01,27.491000000000003,Solomon Is.
2012-02-01,27.262,Solomon Is.
2012-03-01,27.663,Solomon Is.
2012-04-01,27.308000000000003,Solomon Is.
2012-05-01,27.225,Solomon Is.
2012-06-01,27.118,Solomon Is.
2012-07-01,26.915,Solomon Is.
2012-08-01,27.439,Solomon Is.
2012-09-01,26.743,Solomon Is.
2012-10-01,26.995,Solomon Is.
2012-11-01,26.784,Solomon Is.
2012-12-01,27.217,Solomon Is.
2012-01-01,26.046,Somalia
2012-02-01,26.573,Somalia
2012-03-01,27.855,Somalia
2012-04-01,28.981,Somalia
2012-05-01,29.036,Somalia
2012-06-01,29.081,Somalia
2012-07-01,28.006,Somalia
2012-08-01,28.993,Somalia
2012-09-01,29.3,Somalia
2012-10-01,27.733,Somalia
2012-11-01,26.985,Somalia
2012-12-01,26.673,Somalia
2012-01-01,24.024,South Africa
2012-02-01,23.04,South Africa
2012-03-01,21.742,South Africa
2012-04-01,16.941000000000006,South Africa
2012-05-01,14.893,South Africa
2012-06-01,11.436,South Africa
2012-07-01,10.952,South Africa
2012-08-01,13.253,South Africa
2012-09-01,15.505,South Africa
2012-10-01,18.507,South Africa
2012-11-01,21.379,South Africa
2012-12-01,22.491,South Africa
2012-01-01,24.146,South America
2012-02-01,23.92,South America
2012-03-01,23.619,South America
2012-04-01,22.493,South America
2012-05-01,21.533,South America
2012-06-01,20.427,South America
2012-07-01,19.814,South America
2012-08-01,21.445,South America
2012-09-01,22.981,South America
2012-10-01,23.72600000000001,South America
2012-11-01,24.252,South America
2012-12-01,24.315,South America
2012-01-01,5.279999999999999,South Georgia And The South Sandwich Isla
2012-02-01,5.131,South Georgia And The South Sandwich Isla
2012-03-01,3.9460000000000006,South Georgia And The South Sandwich Isla
2012-04-01,1.4339999999999995,South Georgia And The South Sandwich Isla
2012-05-01,0.61,South Georgia And The South Sandwich Isla
2012-06-01,-0.2609999999999998,South Georgia And The South Sandwich Isla
2012-07-01,-1.6030000000000002,South Georgia And The South Sandwich Isla
2012-08-01,0.7250000000000001,South Georgia And The South Sandwich Isla
2012-09-01,0.2459999999999999,South Georgia And The South Sandwich Isla
2012-10-01,1.6969999999999998,South Georgia And The South Sandwich Isla
2012-11-01,2.541,South Georgia And The South Sandwich Isla
2012-12-01,3.08,South Georgia And The South Sandwich Isla
2012-01-01,-1.36,South Korea
2012-02-01,-0.7049999999999998,South Korea
2012-03-01,5.6610000000000005,South Korea
2012-04-01,12.638000000000002,South Korea
2012-05-01,18.366,South Korea
2012-06-01,22.046,South Korea
2012-07-01,25.571,South Korea
2012-08-01,26.496,South Korea
2012-09-01,20.416,South Korea
2012-10-01,14.644,South Korea
2012-11-01,6.571000000000001,South Korea
2012-12-01,-1.6439999999999997,South Korea
2012-01-01,6.542999999999999,Spain
2012-02-01,5.3100000000000005,Spain
2012-03-01,10.979,Spain
2012-04-01,11.121,Spain
2012-05-01,17.767,Spain
2012-06-01,21.717,Spain
2012-07-01,23.242,Spain
2012-08-01,24.611,Spain
2012-09-01,20.287,Spain
2012-10-01,15.244000000000002,Spain
2012-11-01,10.458,Spain
2012-12-01,7.681,Spain
2012-01-01,26.206,Sri Lanka
2012-02-01,26.988000000000003,Sri Lanka
2012-03-01,28.301,Sri Lanka
2012-04-01,28.147,Sri Lanka
2012-05-01,29.542,Sri Lanka
2012-06-01,29.18,Sri Lanka
2012-07-01,28.935,Sri Lanka
2012-08-01,28.442,Sri Lanka
2012-09-01,28.483,Sri Lanka
2012-10-01,26.922,Sri Lanka
2012-11-01,27.849,Sri Lanka
2012-12-01,26.403,Sri Lanka
2012-01-01,22.653,Sudan
2012-02-01,26.433000000000003,Sudan
2012-03-01,27.609,Sudan
2012-04-01,29.007,Sudan
2012-05-01,31.32,Sudan
2012-06-01,31.555,Sudan
2012-07-01,28.684,Sudan
2012-08-01,28.863000000000003,Sudan
2012-09-01,29.059,Sudan
2012-10-01,29.248,Sudan
2012-11-01,26.769,Sudan
2012-12-01,23.222,Sudan
2012-01-01,25.992,Suriname
2012-02-01,25.766,Suriname
2012-03-01,26.553,Suriname
2012-04-01,26.624,Suriname
2012-05-01,26.801,Suriname
2012-06-01,26.767,Suriname
2012-07-01,26.938,Suriname
2012-08-01,27.703000000000003,Suriname
2012-09-01,28.497,Suriname
2012-10-01,28.583,Suriname
2012-11-01,28.591,Suriname
2012-12-01,27.458,Suriname
2012-01-01,-5.779000000000003,Svalbard And Jan Mayen
2012-02-01,-7.334,Svalbard And Jan Mayen
2012-03-01,-7.577999999999998,Svalbard And Jan Mayen
2012-04-01,-10.84,Svalbard And Jan Mayen
2012-05-01,-3.624,Svalbard And Jan Mayen
2012-06-01,1.986,Svalbard And Jan Mayen
2012-07-01,4.534,Svalbard And Jan Mayen
2012-08-01,4.027,Svalbard And Jan Mayen
2012-09-01,1.291,Svalbard And Jan Mayen
2012-10-01,-4.256,Svalbard And Jan Mayen
2012-11-01,-7.877999999999999,Svalbard And Jan Mayen
2012-12-01,-9.921,Svalbard And Jan Mayen
2012-01-01,23.176,eSwatini
2012-02-01,23.607,eSwatini
2012-03-01,22.076,eSwatini
2012-04-01,18.733,eSwatini
2012-05-01,18.052,eSwatini
2012-06-01,15.429,eSwatini
2012-07-01,14.529000000000002,eSwatini
2012-08-01,17.192999999999998,eSwatini
2012-09-01,18.028,eSwatini
2012-10-01,20.437,eSwatini
2012-11-01,21.075,eSwatini
2012-12-01,22.526,eSwatini
2012-01-01,-6.3740000000000006,Sweden
2012-02-01,-7.673999999999999,Sweden
2012-03-01,0.6550000000000002,Sweden
2012-04-01,1.057,Sweden
2012-05-01,7.71,Sweden
2012-06-01,10.702,Sweden
2012-07-01,14.372,Sweden
2012-08-01,13.33,Sweden
2012-09-01,8.632000000000001,Sweden
2012-10-01,2.58,Sweden
2012-11-01,-0.0499999999999998,Sweden
2012-12-01,-9.266,Sweden
2012-01-01,-0.0669999999999997,Switzerland
2012-02-01,-4.513,Switzerland
2012-03-01,6.19,Switzerland
2012-04-01,6.996,Switzerland
2012-05-01,12.569,Switzerland
2012-06-01,15.525,Switzerland
2012-07-01,16.954,Switzerland
2012-08-01,18.243,Switzerland
2012-09-01,13.119000000000002,Switzerland
2012-10-01,8.436,Switzerland
2012-11-01,4.478,Switzerland
2012-12-01,-0.019,Switzerland
2012-01-01,6.444,Syria
2012-02-01,7.463000000000001,Syria
2012-03-01,10.544,Syria
2012-04-01,19.683,Syria
2012-05-01,23.53,Syria
2012-06-01,29.281,Syria
2012-07-01,31.382,Syria
2012-08-01,30.36,Syria
2012-09-01,27.529,Syria
2012-10-01,21.806,Syria
2012-11-01,15.149,Syria
2012-12-01,9.12,Syria
2012-01-01,16.416,Taiwan
2012-02-01,16.918,Taiwan
2012-03-01,19.384,Taiwan
2012-04-01,22.802,Taiwan
2012-05-01,25.047,Taiwan
2012-06-01,26.096,Taiwan
2012-07-01,27.982,Taiwan
2012-08-01,27.253,Taiwan
2012-09-01,26.132,Taiwan
2012-10-01,23.674,Taiwan
2012-11-01,21.168000000000003,Taiwan
2012-12-01,17.828,Taiwan
2012-01-01,-11.48,Tajikistan
2012-02-01,-10.589,Tajikistan
2012-03-01,-2.537,Tajikistan
2012-04-01,7.927,Tajikistan
2012-05-01,10.401,Tajikistan
2012-06-01,15.263,Tajikistan
2012-07-01,17.803,Tajikistan
2012-08-01,17.580000000000002,Tajikistan
2012-09-01,11.762,Tajikistan
2012-10-01,5.729,Tajikistan
2012-11-01,-1.368,Tajikistan
2012-12-01,-8.44,Tajikistan
2012-01-01,23.717,Tanzania
2012-02-01,23.981,Tanzania
2012-03-01,23.762,Tanzania
2012-04-01,22.695,Tanzania
2012-05-01,22.213,Tanzania
2012-06-01,21.447,Tanzania
2012-07-01,20.893,Tanzania
2012-08-01,21.965,Tanzania
2012-09-01,23.469,Tanzania
2012-10-01,24.116,Tanzania
2012-11-01,24.613000000000003,Tanzania
2012-12-01,23.953000000000003,Tanzania
2012-01-01,24.475,Thailand
2012-02-01,26.318,Thailand
2012-03-01,27.924,Thailand
2012-04-01,29.019,Thailand
2012-05-01,28.562,Thailand
2012-06-01,28.266,Thailand
2012-07-01,27.685,Thailand
2012-08-01,27.685,Thailand
2012-09-01,27.439,Thailand
2012-10-01,27.256,Thailand
2012-11-01,27.256,Thailand
2012-12-01,25.583,Thailand
2012-01-01,26.783,Timor-Leste
2012-02-01,26.698,Timor-Leste
2012-03-01,26.316,Timor-Leste
2012-04-01,26.513,Timor-Leste
2012-05-01,25.675,Timor-Leste
2012-06-01,24.505,Timor-Leste
2012-07-01,24.563,Timor-Leste
2012-08-01,24.285,Timor-Leste
2012-09-01,25.501,Timor-Leste
2012-10-01,27.386000000000006,Timor-Leste
2012-11-01,28.365,Timor-Leste
2012-12-01,27.883000000000003,Timor-Leste
2012-01-01,27.438,Togo
2012-02-01,29.019,Togo
2012-03-01,30.167,Togo
2012-04-01,29.255,Togo
2012-05-01,27.973000000000003,Togo
2012-06-01,26.949,Togo
2012-07-01,25.694000000000003,Togo
2012-08-01,25.361,Togo
2012-09-01,25.948,Togo
2012-10-01,26.489,Togo
2012-11-01,27.882,Togo
2012-12-01,26.864,Togo
2012-01-01,25.54,Tonga
2012-02-01,25.483,Tonga
2012-03-01,26.431,Tonga
2012-04-01,25.013,Tonga
2012-05-01,23.276,Tonga
2012-06-01,22.166,Tonga
2012-07-01,21.872,Tonga
2012-08-01,21.632,Tonga
2012-09-01,22.068,Tonga
2012-10-01,23.173,Tonga
2012-11-01,24.071,Tonga
2012-12-01,25.375,Tonga
2012-01-01,26.078000000000003,Trinidad and Tobago
2012-02-01,26.036,Trinidad and Tobago
2012-03-01,26.371,Trinidad and Tobago
2012-04-01,26.942,Trinidad and Tobago
2012-05-01,27.253,Trinidad and Tobago
2012-06-01,27.237,Trinidad and Tobago
2012-07-01,27.006,Trinidad and Tobago
2012-08-01,27.44400000000001,Trinidad and Tobago
2012-09-01,27.823,Trinidad and Tobago
2012-10-01,27.708,Trinidad and Tobago
2012-11-01,27.74,Trinidad and Tobago
2012-12-01,26.695,Trinidad and Tobago
2012-01-01,10.832,Tunisia
2012-02-01,9.754,Tunisia
2012-03-01,15.195,Tunisia
2012-04-01,20.132,Tunisia
2012-05-01,24.083,Tunisia
2012-06-01,30.116,Tunisia
2012-07-01,32.394,Tunisia
2012-08-01,31.986,Tunisia
2012-09-01,27.892,Tunisia
2012-10-01,24.072000000000006,Tunisia
2012-11-01,18.831,Tunisia
2012-12-01,12.463,Tunisia
2012-01-01,0.14,Turkey
2012-02-01,-0.7629999999999999,Turkey
2012-03-01,3.779,Turkey
2012-04-01,12.901,Turkey
2012-05-01,16.322,Turkey
2012-06-01,21.947000000000006,Turkey
2012-07-01,24.936,Turkey
2012-08-01,24.211,Turkey
2012-09-01,21.021,Turkey
2012-10-01,15.988,Turkey
2012-11-01,10.001,Turkey
2012-12-01,3.77,Turkey
2012-01-01,0.008,Turkmenistan
2012-02-01,-0.964,Turkmenistan
2012-03-01,8.137,Turkmenistan
2012-04-01,20.446,Turkmenistan
2012-05-01,24.749,Turkmenistan
2012-06-01,28.878,Turkmenistan
2012-07-01,30.807,Turkmenistan
2012-08-01,29.696,Turkmenistan
2012-09-01,22.338,Turkmenistan
2012-10-01,16.844,Turkmenistan
2012-11-01,8.318,Turkmenistan
2012-12-01,1.0130000000000003,Turkmenistan
2012-01-01,24.947,Turks And Caicas Islands
2012-02-01,25.386000000000006,Turks And Caicas Islands
2012-03-01,25.617,Turks And Caicas Islands
2012-04-01,25.983,Turks And Caicas Islands
2012-05-01,27.812,Turks And Caicas Islands
2012-06-01,29.404,Turks And Caicas Islands
2012-07-01,29.813,Turks And Caicas Islands
2012-08-01,29.673,Turks And Caicas Islands
2012-09-01,29.282,Turks And Caicas Islands
2012-10-01,28.413,Turks And Caicas Islands
2012-11-01,26.804,Turks And Caicas Islands
2012-12-01,25.817,Turks And Caicas Islands
2012-01-01,24.427,Uganda
2012-02-01,25.744,Uganda
2012-03-01,25.346,Uganda
2012-04-01,23.524,Uganda
2012-05-01,23.234,Uganda
2012-06-01,23.477,Uganda
2012-07-01,22.725,Uganda
2012-08-01,23.127,Uganda
2012-09-01,23.263,Uganda
2012-10-01,23.613000000000003,Uganda
2012-11-01,23.896,Uganda
2012-12-01,23.292,Uganda
2012-01-01,-3.865,Ukraine
2012-02-01,-9.586,Ukraine
2012-03-01,1.669,Ukraine
2012-04-01,11.682,Ukraine
2012-05-01,17.988,Ukraine
2012-06-01,20.56,Ukraine
2012-07-01,23.549,Ukraine
2012-08-01,21.224,Ukraine
2012-09-01,16.578,Ukraine
2012-10-01,10.855,Ukraine
2012-11-01,4.9510000000000005,Ukraine
2012-12-01,-4.117,Ukraine
2012-01-01,19.35,United Arab Emirates
2012-02-01,20.724,United Arab Emirates
2012-03-01,24.293000000000003,United Arab Emirates
2012-04-01,29.021,United Arab Emirates
2012-05-01,34.848,United Arab Emirates
2012-06-01,36.30800000000001,United Arab Emirates
2012-07-01,37.713,United Arab Emirates
2012-08-01,37.288,United Arab Emirates
2012-09-01,35.25,United Arab Emirates
2012-10-01,30.769,United Arab Emirates
2012-11-01,25.752,United Arab Emirates
2012-12-01,21.794,United Arab Emirates
2012-01-01,5.101,United Kingdom (Europe)
2012-02-01,4.758,United Kingdom (Europe)
2012-03-01,8.04,United Kingdom (Europe)
2012-04-01,6.664,United Kingdom (Europe)
2012-05-01,10.886,United Kingdom (Europe)
2012-06-01,12.053,United Kingdom (Europe)
2012-07-01,14.431,United Kingdom (Europe)
2012-08-01,15.761,United Kingdom (Europe)
2012-09-01,12.509,United Kingdom (Europe)
2012-10-01,8.828,United Kingdom (Europe)
2012-11-01,6.513,United Kingdom (Europe)
2012-12-01,4.678,United Kingdom (Europe)
2012-01-01,5.47,United Kingdom
2012-02-01,5.04,United Kingdom
2012-03-01,8.097999999999999,United Kingdom
2012-04-01,6.638999999999999,United Kingdom
2012-05-01,10.574000000000002,United Kingdom
2012-06-01,11.539,United Kingdom
2012-07-01,13.75,United Kingdom
2012-08-01,15.152,United Kingdom
2012-09-01,12.055,United Kingdom
2012-10-01,8.686,United Kingdom
2012-11-01,6.601,United Kingdom
2012-12-01,4.8450000000000015,United Kingdom
2012-01-01,-2.2680000000000007,United States of America
2012-02-01,0.5819999999999999,United States of America
2012-03-01,6.023999999999999,United States of America
2012-04-01,10.196000000000002,United States of America
2012-05-01,15.422,United States of America
2012-06-01,19.954,United States of America
2012-07-01,23.008000000000003,United States of America
2012-08-01,21.422,United States of America
2012-09-01,17.035999999999998,United States of America
2012-10-01,9.688,United States of America
2012-11-01,3.33,United States of America
2012-12-01,-1.261,United States of America
2012-01-01,25.028,Uruguay
2012-02-01,24.765,Uruguay
2012-03-01,21.744,Uruguay
2012-04-01,17.52,Uruguay
2012-05-01,16.616999999999994,Uruguay
2012-06-01,11.603,Uruguay
2012-07-01,9.475,Uruguay
2012-08-01,15.242,Uruguay
2012-09-01,15.843,Uruguay
2012-10-01,18.4,Uruguay
2012-11-01,21.987,Uruguay
2012-12-01,23.884,Uruguay
2012-01-01,-4.027,Uzbekistan
2012-02-01,-5.263999999999999,Uzbekistan
2012-03-01,5.247000000000001,Uzbekistan
2012-04-01,19.284,Uzbekistan
2012-05-01,22.758000000000003,Uzbekistan
2012-06-01,27.343000000000004,Uzbekistan
2012-07-01,28.985000000000007,Uzbekistan
2012-08-01,27.878,Uzbekistan
2012-09-01,20.046,Uzbekistan
2012-10-01,14.099,Uzbekistan
2012-11-01,5.031000000000001,Uzbekistan
2012-12-01,-3.65,Uzbekistan
2012-01-01,25.263,Venezuela
2012-02-01,25.79,Venezuela
2012-03-01,25.989,Venezuela
2012-04-01,25.759,Venezuela
2012-05-01,25.854,Venezuela
2012-06-01,25.759,Venezuela
2012-07-01,25.361,Venezuela
2012-08-01,25.417,Venezuela
2012-09-01,25.602,Venezuela
2012-10-01,25.78,Venezuela
2012-11-01,26.233,Venezuela
2012-12-01,25.456,Venezuela
2012-01-01,19.23,Vietnam
2012-02-01,20.764,Vietnam
2012-03-01,23.205,Vietnam
2012-04-01,26.063,Vietnam
2012-05-01,27.429,Vietnam
2012-06-01,27.682,Vietnam
2012-07-01,27.405,Vietnam
2012-08-01,27.373,Vietnam
2012-09-01,26.095,Vietnam
2012-10-01,25.091,Vietnam
2012-11-01,24.192,Vietnam
2012-12-01,21.923,Vietnam
2012-01-01,25.197,Virgin Islands
2012-02-01,25.541,Virgin Islands
2012-03-01,25.784,Virgin Islands
2012-04-01,26.358,Virgin Islands
2012-05-01,27.238000000000003,Virgin Islands
2012-06-01,28.824,Virgin Islands
2012-07-01,28.826,Virgin Islands
2012-08-01,28.907,Virgin Islands
2012-09-01,28.98,Virgin Islands
2012-10-01,28.495,Virgin Islands
2012-11-01,27.946,Virgin Islands
2012-12-01,26.226,Virgin Islands
2012-01-01,17.180999999999994,W. Sahara
2012-02-01,16.902,W. Sahara
2012-03-01,21.403,W. Sahara
2012-04-01,21.583,W. Sahara
2012-05-01,26.057,W. Sahara
2012-06-01,26.803,W. Sahara
2012-07-01,28.171,W. Sahara
2012-08-01,29.201,W. Sahara
2012-09-01,27.554,W. Sahara
2012-10-01,25.204,W. Sahara
2012-11-01,22.031,W. Sahara
2012-12-01,17.551,W. Sahara
2012-01-01,21.513,Yemen
2012-02-01,22.58,Yemen
2012-03-01,25.226,Yemen
2012-04-01,28.047,Yemen
2012-05-01,30.904,Yemen
2012-06-01,32.52,Yemen
2012-07-01,31.749,Yemen
2012-08-01,31.642,Yemen
2012-09-01,30.549,Yemen
2012-10-01,27.668000000000006,Yemen
2012-11-01,24.504,Yemen
2012-12-01,22.438,Yemen
2012-01-01,22.417,Zambia
2012-02-01,22.489,Zambia
2012-03-01,22.703000000000003,Zambia
2012-04-01,20.98,Zambia
2012-05-01,20.179,Zambia
2012-06-01,17.647000000000006,Zambia
2012-07-01,17.505,Zambia
2012-08-01,20.57,Zambia
2012-09-01,23.711,Zambia
2012-10-01,24.1,Zambia
2012-11-01,24.684,Zambia
2012-12-01,23.388,Zambia
2012-01-01,23.872,Zimbabwe
2012-02-01,24.294,Zimbabwe
2012-03-01,23.596,Zimbabwe
2012-04-01,20.349,Zimbabwe
2012-05-01,19.712,Zimbabwe
2012-06-01,16.631,Zimbabwe
2012-07-01,16.048,Zimbabwe
2012-08-01,18.946,Zimbabwe
2012-09-01,22.609,Zimbabwe
2012-10-01,23.482,Zimbabwe
2012-11-01,24.606,Zimbabwe
2012-12-01,24.111,Zimbabwe
